"876","BaseballWorldSeriesGame5","Baseball","7:00","11/03/2023","0","132"
"877","BaseballWorldSeriesGame6","Baseball","7:00","11/04/2023","0","132"
"878","BaseballWorldSeriesGame7","Baseball","7:00","11/05/2023","0","132"
"135","Giants@Cowboys","Football","3:25","11/12/2023","0","467"
"136","Commanders@Cowboys","Football","3:30","11/23/2023","0","467"
"238","YETEPElysianTour","Music","10:00","11/04/2023","18","325"
"239","DonDiablo","Music","10:00","11/17/2023","18","325"
